Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
65,7560,Lishui,85.99,Other,2,1,33,15,1
88,9040,Lishui,97.35,Part Furnished,3,1,18,13,1
58,9355,Lishui,62,Other,2,2,18,4,1
80,6661,Lishui,120.11,Other,3,2,33,7,1
75,6535,Lishui,114.78,Other,3,2,33,7,0
70,8833,Lishui,79.25,Other,2,2,7,5,1
295,16438,Lishui,179.47,Other,3,2,4,2,1
56,6914,Lishui,81,Other,2,1,6,5,1
65,6510,Lishui,99.85,Other,3,1,5,4,1
82,7915,Lishui,103.61,Other,3,2,6,5,1
60,7030,Lishui,85.35,Not Furnished,2,1,6,2,1
73,7970,Lishui,91.6,Other,3,1,5,4,0
88,8354,Lishui,105.34,Not Furnished,3,2,27,19,1
72,7738,Lishui,93.05,Other,3,2,6,3,1
71,7715,Lishui,92.03,Part Furnished,3,2,26,19,1
74,7629,Lishui,97,Not Furnished,3,2,18,13,1
86,8356,Lishui,102.93,Other,3,2,6,3,1
78,8451,Lishui,92.3,Other,3,2,26,12,1
80,9325,Lishui,85.8,Other,2,1,33,15,0
105,8400,Lishui,125,Not Furnished,4,2,6,3,1
86,9318,Lishui,92.3,Other,3,2,26,6,1
70,9279,Lishui,75.44,Part Furnished,2,1,6,2,0
60,7568,Lishui,79.29,Other,2,2,5,3,1
115,9198,Lishui,125.03,Other,4,2,15,4,1
75,11210,Lishui,66.91,Other,1,1,27,6,1
78.5,8248,Lishui,95.18,Other,3,1,11,8,1
93,7485,Lishui,124.26,Fully Furnished,3,2,11,5,1
92,8459,Lishui,108.77,Other,3,2,6,2,1
79.8,7964,Lishui,100.21,Other,2,2,6,2,1
53,6250,Lishui,84.81,Not Furnished,2,1,6,5,0
63,7740,Lishui,81.4,Other,2,2,18,9,0
59,5965,Lishui,98.92,Fully Furnished,3,2,18,9,1
66,8170,Lishui,80.79,Other,2,1,6,5,0
58,4199,Lishui,138.13,Other,4,1,6,5,1
119,8060,Lishui,147.66,Not Furnished,3,1,4,1,0
59,8713,Lishui,67.72,Other,2,1,6,2,0
65,8623,Lishui,75.38,Other,2,2,6,2,1
72,8397,Lishui,85.75,Not Furnished,2,2,6,5,0
100,9100,Lishui,109.9,Other,3,2,21,15,1
75,7010,Lishui,107,Other,3,2,18,9,1
107,10374,Lishui,103.15,Other,3,2,11,3,1
64,6994,Lishui,91.51,Other,2,2,11,5,1
98,9326,Lishui,105.09,Other,3,1,26,19,1
74.5,8333,Lishui,89.41,Other,3,2,6,5,0
40,4354,Lishui,91.88,Other,3,2,6,5,1
134,14383,Lishui,93.17,Fully Furnished,3,2,11,8,1
138,10553,Lishui,130.77,Other,3,2,10,3,1
145,11090,Lishui,130.75,Other,3,2,10,8,1
89,7203,Lishui,123.56,Other,3,2,6,5,1
89,7536,Lishui,118.1,Other,2,2,6,2,1
84,8654,Lishui,97.07,Other,2,2,5,4,1
97.5,8313,Lishui,117.3,Other,3,2,6,3,0
71,10362,Lishui,68.52,Other,3,1,6,2,1
129,7621,Lishui,169.28,Other,5,2,5,4,1
149,14092,Lishui,105.74,Other,3,2,18,9,1
168,12035,Lishui,139.6,Other,3,2,18,13,0
108,12193,Lishui,88.58,Other,3,1,25,6,1
104,10186,Lishui,102.11,Other,3,1,20,15,1
295,16093,Lishui,183.32,Other,5,2,26,6,1
91.5,8319,Lishui,110,Other,3,1,21,5,1
90,8997,Lishui,100.04,Other,3,2,6,3,1
135,9770,Lishui,138.18,Other,3,2,6,2,1
78,6843,Lishui,114,Other,3,2,6,2,1
93.8,9410,Lishui,99.69,Other,3,1,21,15,1
102,8474,Lishui,120.37,Other,3,2,5,3,1
145,11293,Lishui,128.4,Other,3,2,25,18,1
110,9264,Lishui,118.75,Other,3,1,11,8,1
118,9879,Lishui,119.45,Other,2,2,6,5,1
235,14019,Lishui,167.64,Other,4,2,11,8,1
165,11492,Lishui,143.58,Other,3,2,6,5,1
110,8796,Lishui,125.06,Other,3,2,6,5,0
117,8588,Lishui,136.25,Other,3,2,6,5,1
102,8707,Lishui,117.15,Other,3,2,6,3,1
217,12387,Lishui,175.19,Other,5,1,5,4,1
122,10077,Lishui,121.07,Other,3,2,6,5,0
142,11270,Lishui,126,Other,3,2,18,4,1
91,8738,Lishui,104.15,Other,3,1,6,5,1
110,8224,Lishui,133.76,Other,3,2,5,4,1
88,8537,Lishui,103.09,Other,3,2,18,9,1
102,9544,Lishui,106.88,Other,3,2,6,5,1
130,11291,Lishui,115.14,Other,3,1,25,18,1
92,7553,Lishui,121.82,Other,3,1,7,5,1
86,6371,Lishui,135,Other,4,2,18,4,0
135,10944,Lishui,123.36,Other,3,2,6,3,0
72,7351,Lishui,97.95,Other,3,2,6,5,0
95,6802,Lishui,139.68,Other,3,2,12,6,0
89,8806,Lishui,101.07,Other,3,1,18,13,0
55,5842,Lishui,94.16,Not Furnished,2,2,12,3,1
148,10187,Lishui,145.29,Not Furnished,3,2,4,2,1
86,8831,Lishui,97.39,Other,3,1,27,13,1
78,6946,Lishui,112.31,Other,2,2,6,5,0
490,16662,Lishui,294.09,Other,6,2,2,1,0
186,15246,Lishui,122,Other,3,2,25,12,1
67,7743,Lishui,86.54,Other,3,1,6,5,1
98,10616,Lishui,92.32,Fully Furnished,3,2,18,13,1
80,8164,Lishui,98,Other,3,2,5,4,1
122,9943,Lishui,122.71,Other,3,2,6,5,1
119,13271,Lishui,89.67,Other,3,2,28,20,0
170,14407,Lishui,118,Other,3,2,18,13,1
284,13149,Lishui,216,Other,4,2,11,3,0
140,12710,Lishui,110.15,Other,3,2,28,20,1
74,6526,Lishui,113.4,Other,3,2,33,15,0
111,8958,Lishui,123.92,Other,3,2,18,9,1
106,8423,Lishui,125.86,Other,3,1,33,15,1
140,11909,Lishui,117.56,Other,3,2,27,13,0
44,4035,Lishui,109.06,Other,3,1,6,5,0
99,8397,Lishui,117.9,Other,3,1,7,4,1
88,7143,Lishui,123.21,Other,3,2,11,5,1
160,11679,Lishui,137,Other,3,2,17,8,1
115,13151,Lishui,87.45,Other,3,1,24,17,1
460,19732,Lishui,233.13,Other,4,2,5,3,1
96,9431,Lishui,101.8,Other,3,2,11,3,1
135,10932,Lishui,123.5,Other,3,2,6,3,1
175,15214,Lishui,115.03,Other,3,2,28,6,0
180,13148,Lishui,136.91,Other,3,1,9,5,1
99,7891,Lishui,125.47,Other,3,2,18,13,1
88,7115,Lishui,123.69,Fully Furnished,3,2,33,15,1
78,8211,Lishui,95,Fully Furnished,2,1,6,5,0
105,11710,Lishui,89.67,Other,3,2,28,6,1
88,6985,Lishui,126,Other,4,2,11,5,0
100,7960,Lishui,125.63,Other,3,2,18,4,1
93,7022,Lishui,132.45,Other,3,2,23,5,0
99,8397,Lishui,117.9,Other,3,1,7,4,1
88,7143,Lishui,123.21,Other,3,2,11,5,1
96,9431,Lishui,101.8,Other,3,2,11,3,1
160,14179,Lishui,112.85,Fully Furnished,3,1,18,13,1
125,14668,Lishui,85.22,Fully Furnished,3,2,11,5,1
74,6526,Lishui,113.4,Other,3,2,33,15,0
140,12710,Lishui,110.15,Other,3,2,28,20,1
111,8958,Lishui,123.92,Other,3,2,18,9,1
180,13148,Lishui,136.91,Other,3,1,9,5,1
44,4035,Lishui,109.06,Other,3,1,6,5,0
135,10932,Lishui,123.5,Other,3,2,6,3,1
129,13056,Lishui,98.81,Other,3,1,23,11,1
122,9943,Lishui,122.71,Other,3,2,6,5,1
119,13271,Lishui,89.67,Other,3,2,28,20,0
99,7891,Lishui,125.47,Other,3,2,18,13,1
88,7115,Lishui,123.69,Fully Furnished,3,2,33,15,1
78,8211,Lishui,95,Fully Furnished,2,1,6,5,0
80,8682,Lishui,92.15,Other,2,2,7,4,1
170,14407,Lishui,118,Other,3,2,18,13,1
91,7358,Lishui,123.69,Other,3,2,33,24,1
65,6245,Lishui,104.09,Fully Furnished,3,2,33,7,1
90,7564,Lishui,119,Other,3,2,5,2,1
275,15450,Lishui,178,Other,3,2,10,3,1
62,6740,Lishui,92,Not Furnished,3,2,26,6,0
109,8926,Lishui,122.12,Other,3,2,6,5,0
105,7916,Lishui,132.65,Other,3,1,6,3,1
116,11740,Lishui,98.81,Other,3,1,23,5,1
106,8101,Lishui,130.85,Other,3,2,33,15,0
170,14418,Lishui,117.91,Other,3,2,15,7,1
120,8924,Lishui,134.48,Other,3,1,14,3,1
100,6154,Lishui,162.5,Other,4,1,33,15,0
120,8924,Lishui,134.48,Other,3,1,14,3,1
72,5651,Lishui,127.43,Other,3,2,33,15,0
85,6747,Lishui,126,Not Furnished,3,2,18,13,0
90,8257,Lishui,109,Other,3,2,6,5,1
148,12731,Lishui,116.26,Fully Furnished,3,2,5,3,1
180,10589,Lishui,170,Other,4,2,5,4,1
140,9817,Lishui,142.62,Other,4,2,11,5,0
175,12795,Lishui,136.78,Other,4,2,18,9,1
478,19807,Lishui,241.34,Other,5,2,2,1,0
108,9660,Lishui,111.81,Other,3,2,6,5,1
102,8134,Lishui,125.4,Other,3,2,18,13,1
180,12587,Lishui,143.01,Other,4,2,28,6,1
100,8766,Lishui,114.08,Other,3,2,11,3,1
83.8,8239,Lishui,101.72,Other,3,2,11,3,1
136,9575,Lishui,142.05,Other,3,2,11,5,1
235,11850,Lishui,198.32,Other,4,2,4,3,0
149,11231,Lishui,132.68,Other,3,1,11,8,1
80,8989,Lishui,89,Other,3,1,25,6,1
102,8500,Lishui,120,Other,3,2,6,5,1
94,7885,Lishui,119.22,Other,3,1,6,5,0
120,9532,Lishui,125.9,Other,3,2,18,13,1
180,15151,Lishui,118.81,Other,3,2,16,4,1
60,7011,Lishui,85.58,Other,3,2,5,4,1
103,8349,Lishui,123.37,Other,3,2,6,3,1
160,13019,Lishui,122.9,Other,3,2,11,5,1
140,11215,Lishui,124.84,Other,3,2,11,5,1
143.7,11125,Lishui,129.18,Other,3,2,6,3,1
350,13683,Lishui,255.81,Fully Furnished,5,2,10,3,1
95,10000,Lishui,95,Part Furnished,3,2,11,5,0
85,9772,Lishui,86.99,Fully Furnished,2,2,6,5,1
82,8587,Lishui,95.5,Other,2,2,6,3,0
85,9588,Lishui,88.66,Not Furnished,3,2,18,13,0
80,9639,Lishui,83,Not Furnished,2,2,6,2,1
68,7358,Lishui,92.42,Fully Furnished,2,2,12,6,1
68,7473,Lishui,91,Not Furnished,3,2,18,13,0
50,5876,Lishui,85.1,Part Furnished,2,1,6,5,1
49.8,8228,Lishui,60.53,Not Furnished,2,2,18,13,1
38,8496,Lishui,44.73,Fully Furnished,1,1,4,2,1
62,6867,Lishui,90.3,Fully Furnished,2,2,6,3,1
70,7789,Lishui,89.88,Fully Furnished,2,2,33,24,1
60,8480,Lishui,70.76,Not Furnished,2,1,6,5,1
61,7969,Lishui,76.55,Not Furnished,2,1,27,6,1
66,7599,Lishui,86.86,Fully Furnished,2,2,23,11,0
62,7227,Lishui,85.8,Fully Furnished,2,2,33,15,1
53,5813,Lishui,91.19,Part Furnished,2,2,6,3,0
45.5,7300,Lishui,62.33,Fully Furnished,2,1,6,3,1
82,8564,Lishui,95.75,Fully Furnished,2,2,6,5,1
145,11975,Lishui,121.09,Fully Furnished,3,2,25,12,1
100,10393,Lishui,96.22,Other,3,1,5,3,0
76,8957,Lishui,84.85,Fully Furnished,2,2,6,3,1
159,14705,Lishui,108.13,Not Furnished,3,2,11,5,1
120,8413,Lishui,142.64,Fully Furnished,3,2,6,5,1
59.3,9833,Lishui,60.31,Fully Furnished,2,1,6,3,0
115,11850,Lishui,97.05,Fully Furnished,2,2,11,8,1
92,7287,Lishui,126.26,Not Furnished,4,2,6,5,1
100,11263,Lishui,88.79,Fully Furnished,2,2,11,3,1
75,8203,Lishui,91.43,Fully Furnished,2,2,6,3,0
71,8002,Lishui,88.73,Part Furnished,2,2,18,4,1
95,10689,Lishui,88.88,Fully Furnished,2,2,18,9,1
73,8471,Lishui,86.18,Not Furnished,2,2,11,5,0
83,6656,Lishui,124.71,Fully Furnished,3,2,33,24,1
95,10689,Lishui,88.88,Fully Furnished,2,2,18,9,1
67,7551,Lishui,88.73,Other,2,2,18,4,0
102,7984,Lishui,127.77,Fully Furnished,3,2,18,13,0
87,10094,Lishui,86.19,Fully Furnished,2,2,11,3,0
70,6912,Lishui,101.28,Part Furnished,3,2,25,18,1
65,7442,Lishui,87.35,Not Furnished,2,2,5,3,0
91,10834,Lishui,84,Fully Furnished,4,3,6,5,0
85,9428,Lishui,90.16,Fully Furnished,2,2,6,3,1
109,11835,Lishui,92.1,Fully Furnished,2,1,25,18,1
124,9940,Lishui,124.75,Fully Furnished,3,2,6,5,0
88,9275,Lishui,94.88,Fully Furnished,2,2,6,2,0
88,7393,Lishui,119.04,Fully Furnished,3,2,6,3,1
92,9004,Lishui,102.18,Part Furnished,2,1,5,3,0
73,7238,Lishui,100.87,Fully Furnished,2,2,6,5,1
75,9354,Lishui,80.18,Fully Furnished,2,2,18,9,1
83.5,8941,Lishui,93.4,Not Furnished,2,2,11,3,1
110,11749,Lishui,93.63,Fully Furnished,2,1,18,4,1
67.9,7897,Lishui,85.99,Fully Furnished,2,2,33,24,1
110,12579,Lishui,87.45,Not Furnished,2,1,24,17,1
84,6905,Lishui,121.66,Not Furnished,3,2,18,9,1
148,11620,Lishui,127.37,Fully Furnished,3,2,5,3,1
84,6420,Lishui,130.85,Fully Furnished,3,2,33,15,0
129,10652,Lishui,121.11,Other,3,2,6,2,1
90,6649,Lishui,135.36,Fully Furnished,3,2,33,15,1
87,10000,Lishui,87,Fully Furnished,2,2,5,4,1
104.3,11652,Lishui,89.52,Fully Furnished,2,2,6,3,1
255,11420,Lishui,223.31,Fully Furnished,4,3,11,3,0
88,7951,Lishui,110.68,Fully Furnished,3,2,33,7,1
125,13483,Lishui,92.71,Fully Furnished,2,2,18,13,1
88,7951,Lishui,110.68,Fully Furnished,3,2,33,7,1
99,13162,Lishui,75.22,Fully Furnished,2,1,18,13,1
104.3,11652,Lishui,89.52,Fully Furnished,2,2,6,3,1
129,10652,Lishui,121.11,Other,3,2,6,2,1
160,16000,Lishui,100,Fully Furnished,3,2,25,18,1
105,12083,Lishui,86.9,Fully Furnished,2,1,18,13,1
99,10249,Lishui,96.6,Fully Furnished,3,2,11,5,1
98,8306,Lishui,118,Not Furnished,3,2,6,5,1
127,9677,Lishui,131.24,Fully Furnished,3,2,5,4,0
69.8,6892,Lishui,101.29,Not Furnished,3,1,21,5,1
97,9066,Lishui,107,Fully Furnished,3,2,6,2,1
98.8,10143,Lishui,97.41,Not Furnished,2,2,16,8,1
92,6828,Lishui,134.74,Fully Furnished,3,2,33,24,1
71,6728,Lishui,105.53,Not Furnished,3,1,6,3,0
87,10055,Lishui,86.53,Fully Furnished,2,1,7,4,1
75,9959,Lishui,75.31,Fully Furnished,3,2,18,13,1
76,8008,Lishui,94.91,Fully Furnished,3,1,18,13,0
97.8,8003,Lishui,122.21,Part Furnished,3,2,6,3,1
72,5935,Lishui,121.33,Fully Furnished,3,2,5,3,0
122,12176,Lishui,100.2,Not Furnished,3,2,25,12,1
65.6,7304,Lishui,89.82,Fully Furnished,2,1,7,4,1
90,10070,Lishui,89.38,Not Furnished,2,2,11,3,1
62,9908,Lishui,62.58,Fully Furnished,2,1,6,2,1
67,7711,Lishui,86.9,Fully Furnished,3,1,4,3,1
72,9261,Lishui,77.75,Not Furnished,2,1,21,15,1
205,15292,Lishui,134.06,Fully Furnished,3,2,4,2,1
65,7062,Lishui,92.05,Part Furnished,3,1,26,19,0
125,8986,Lishui,139.11,Fully Furnished,4,2,6,2,1
119,12836,Lishui,92.71,Not Furnished,2,2,18,9,1
92,9727,Lishui,94.59,Fully Furnished,3,2,18,9,1
95,10940,Lishui,86.84,Other,3,2,18,4,1
60,8956,Lishui,67,Other,2,1,24,11,1
125,8334,Lishui,150,Not Furnished,3,2,6,5,1
158,11618,Lishui,136,Other,3,1,14,7,1
268,15142,Lishui,177,Not Furnished,5,3,11,8,1
74,7645,Lishui,96.8,Part Furnished,2,2,6,5,1
168,11667,Lishui,144,Not Furnished,4,2,11,8,0
108,8897,Lishui,121.4,Part Furnished,3,2,6,5,1
120,11343,Lishui,105.8,Fully Furnished,3,2,18,4,1
105,8824,Lishui,119,Part Furnished,3,2,6,3,1
96,7747,Lishui,123.92,Not Furnished,3,2,6,5,1
153,14462,Lishui,105.8,Fully Furnished,3,1,18,9,1
95,8797,Lishui,108,Part Furnished,3,2,6,5,1
122,9839,Lishui,124,Not Furnished,3,2,5,4,1
75,7212,Lishui,104,Fully Furnished,3,2,33,7,1
86,7194,Lishui,119.56,Not Furnished,3,2,6,5,1
62,6667,Lishui,93,Part Furnished,3,2,6,5,0
85,6166,Lishui,137.87,Fully Furnished,3,2,12,3,0
113,7534,Lishui,150,Not Furnished,3,2,4,1,1
85,7457,Lishui,114,Fully Furnished,3,2,33,7,1
115,13113,Lishui,87.7,Fully Furnished,3,2,25,18,1
80,6071,Lishui,131.78,Fully Furnished,3,2,33,7,1
308,11985,Lishui,257,Other,5,2,18,13,1
144,12204,Lishui,118,Fully Furnished,3,1,18,4,1
130,11017,Lishui,118,Fully Furnished,3,2,6,5,1
65.8,6208,Lishui,106,Fully Furnished,3,2,33,7,1
91,8153,Lishui,111.62,Other,3,1,20,15,1
100,10916,Lishui,91.61,Fully Furnished,3,2,27,19,1
92,6175,Lishui,149,Fully Furnished,3,2,33,15,1
62,4937,Lishui,125.6,Not Furnished,3,2,18,4,1
115,13234,Lishui,86.9,Not Furnished,2,2,18,13,1
106,10496,Lishui,101,Fully Furnished,3,2,6,3,1
86,6880,Lishui,125,Fully Furnished,3,2,33,24,0
65,6250,Lishui,104,Fully Furnished,3,2,33,24,1
101,9049,Lishui,111.62,Not Furnished,3,1,20,10,1
91,8922,Lishui,102,Not Furnished,3,2,11,5,0
169,11954,Lishui,141.38,Not Furnished,3,2,6,5,0
87,6851,Lishui,127,Fully Furnished,3,2,33,24,0
155,13104,Lishui,118.29,Fully Furnished,3,1,18,4,1
160,13560,Lishui,118,Fully Furnished,3,2,18,13,1
126,10379,Lishui,121.41,Fully Furnished,3,2,5,3,1
85,8057,Lishui,105.5,Not Furnished,3,2,9,5,1
72.8,5863,Lishui,124.18,Not Furnished,3,2,18,13,1
97,8900,Lishui,109,Fully Furnished,3,1,21,5,0
89,7356,Lishui,121,Fully Furnished,3,2,6,5,0
103,7178,Lishui,143.5,Fully Furnished,3,2,6,3,0
200,13889,Lishui,144,Fully Furnished,4,2,28,13,1
119,11783,Lishui,101,Not Furnished,3,1,24,5,1
138,11695,Lishui,118,Fully Furnished,3,2,18,4,1
107,10114,Lishui,105.8,Fully Furnished,3,2,18,13,1
155,11743,Lishui,132,Not Furnished,3,2,11,8,1
139,10452,Lishui,133,Other,3,1,25,6,1
95,12056,Lishui,78.8,Other,2,2,6,5,1
130,13953,Lishui,93.17,Other,3,2,11,8,1
80,9319,Lishui,85.85,Other,2,1,11,3,0
74.5,8013,Lishui,92.98,Other,2,2,5,3,1
91,10341,Lishui,88,Other,2,1,6,2,0
58,6784,Lishui,85.5,Other,2,2,6,5,1
64.5,7346,Lishui,87.81,Not Furnished,2,2,11,3,1
73,8381,Lishui,87.11,Other,2,1,6,3,1
85,9154,Lishui,92.86,Other,3,2,27,6,1
86,9998,Lishui,86.02,Other,2,1,6,3,1
34,10586,Lishui,32.12,Fully Furnished,1,1,5,3,1
74,9133,Lishui,81.03,Other,2,1,18,9,1
55,6003,Lishui,91.63,Other,2,2,6,3,0
50,6927,Lishui,72.19,Fully Furnished,2,1,18,9,0
26,5720,Lishui,45.46,Other,1,0,5,4,1
32,5303,Lishui,60.35,Not Furnished,2,1,18,13,1
60,6742,Lishui,89,Fully Furnished,2,2,33,7,1
380,14672,Lishui,259,Other,5,2,7,4,1
90,8983,Lishui,100.2,Not Furnished,2,1,25,6,1
71,10590,Lishui,67.05,Other,2,2,20,15,0
520,20000,Lishui,260,Other,6,2,7,4,1
60,11362,Lishui,52.81,Other,1,1,5,-1,1
455,16367,Lishui,278,Other,6,2,18,13,1
60,6976,Lishui,86.02,Part Furnished,2,2,6,3,0
330,12448,Lishui,265.11,Other,4,1,11,5,1
66,7720,Lishui,85.5,Not Furnished,2,1,6,2,1
54,7200,Lishui,75,Other,2,2,18,13,1
77,8968,Lishui,85.87,Other,2,1,11,5,1
80,9303,Lishui,86,Other,2,1,33,24,1
80,9303,Lishui,86,Other,2,2,11,3,0
44,8475,Lishui,51.92,Other,1,1,7,4,1
53.5,9973,Lishui,53.65,Other,1,1,25,12,1
318,16061,Lishui,198,Other,4,2,10,8,1
60,7839,Lishui,76.55,Other,2,2,27,13,1
79,9625,Lishui,82.08,Part Furnished,2,2,11,8,1
70,11135,Lishui,62.87,Other,2,1,18,9,1
90,10274,Lishui,87.6,Other,2,1,8,4,1
64,7955,Lishui,80.46,Fully Furnished,2,2,6,2,0
78.5,10424,Lishui,75.31,Other,2,2,18,13,1
82,9515,Lishui,86.18,Other,2,2,6,2,0
99,11119,Lishui,89.04,Other,2,2,26,6,1
93,10758,Lishui,86.45,Other,2,1,18,4,1
92,8877,Lishui,103.64,Part Furnished,3,2,18,4,0
71,8796,Lishui,80.72,Fully Furnished,2,2,6,2,1
59.7,9950,Lishui,60,Other,2,1,6,3,1
47,7541,Lishui,62.33,Other,2,1,6,5,1
76,9173,Lishui,82.86,Other,2,1,6,5,1
96,9033,Lishui,106.28,Other,3,1,6,5,1
99,9695,Lishui,102.12,Other,3,1,20,5,1
86,9985,Lishui,86.13,Other,3,2,11,8,0
65,10356,Lishui,62.77,Fully Furnished,3,2,5,4,1
84,8626,Lishui,97.39,Not Furnished,3,2,27,13,0
85,9274,Lishui,91.66,Other,2,1,18,13,0
101,8453,Lishui,119.49,Other,3,1,20,5,1
129,12176,Lishui,105.95,Other,2,1,18,4,1
100,8595,Lishui,116.35,Other,3,2,25,6,0
94,9075,Lishui,103.59,Other,2,2,6,5,1
55,7097,Lishui,77.5,Other,3,2,6,5,1
69,7918,Lishui,87.15,Other,2,2,5,3,1
83,8336,Lishui,99.58,Other,3,1,18,9,0
115,9604,Lishui,119.75,Other,3,2,5,3,1
76,8723,Lishui,87.13,Not Furnished,2,2,11,3,1
80,7300,Lishui,109.6,Other,3,2,6,5,1
93.5,9057,Lishui,103.24,Part Furnished,3,2,24,17,1
105,8097,Lishui,129.68,Other,3,2,6,5,1
100,9133,Lishui,109.5,Other,2,2,7,2,1
101,7063,Lishui,143,Other,4,2,11,5,1
72,8355,Lishui,86.18,Other,2,2,6,5,1
71,6841,Lishui,103.79,Other,3,1,18,13,1
105,8097,Lishui,129.68,Other,3,2,6,5,1
92,10676,Lishui,86.18,Fully Furnished,2,1,6,5,1
100,9133,Lishui,109.5,Other,2,2,7,2,1
87,10916,Lishui,79.7,Other,2,2,18,13,1
129,10433,Lishui,123.65,Other,3,2,18,4,1
64.5,6526,Lishui,98.85,Other,3,1,18,4,0
172,13061,Lishui,131.69,Other,3,2,6,2,0
92,9719,Lishui,94.66,Other,3,2,6,3,1
130,10856,Lishui,119.75,Other,3,2,27,13,0
62,9842,Lishui,63,Other,2,1,18,9,1
64,8262,Lishui,77.47,Other,2,1,7,4,1
89,8076,Lishui,110.21,Not Furnished,3,1,21,10,1
78,8388,Lishui,93,Fully Furnished,2,1,12,9,0
185,12326,Lishui,150.1,Other,2,2,4,2,0
68,6562,Lishui,103.64,Other,3,2,18,4,1
52,8667,Lishui,60,Other,2,1,6,5,0
75,8754,Lishui,85.68,Other,2,2,5,2,1
97,7783,Lishui,124.64,Other,3,2,14,7,0
82,9573,Lishui,85.66,Other,2,1,18,9,1
69,7346,Lishui,93.93,Other,2,1,11,8,0
114.5,11745,Lishui,97.49,Other,3,1,11,8,1
38,3878,Lishui,98,Other,3,1,6,5,1
142,14613,Lishui,97.18,Other,2,2,25,18,0
120,13344,Lishui,89.93,Other,2,1,11,5,1
62,7231,Lishui,85.75,Not Furnished,2,2,6,2,1
88,6508,Lishui,135.22,Part Furnished,3,2,6,5,0
66,8040,Lishui,82.09,Part Furnished,2,1,5,3,1
80,9317,Lishui,85.87,Other,2,2,11,5,1
112,10770,Lishui,104,Other,3,2,6,5,1
73,8189,Lishui,89.15,Other,2,2,10,3,1
640,28338,Lishui,225.85,Other,3,2,3,1,1
130,11912,Lishui,109.14,Other,3,2,28,13,1
63,9456,Lishui,66.63,Other,2,2,24,5,1
107,11703,Lishui,91.43,Other,2,1,15,7,0
80,6071,Lishui,131.78,Other,3,2,33,7,1
112,12089,Lishui,92.65,Part Furnished,2,1,11,5,1
160,14546,Lishui,110,Other,3,2,28,6,1
62,9306,Lishui,66.63,Other,2,2,24,5,1
95,7051,Lishui,134.74,Other,3,2,33,7,1
74,10864,Lishui,68.12,Other,2,1,6,2,0
80,7491,Lishui,106.8,Not Furnished,3,2,11,8,1
51,5560,Lishui,91.73,Not Furnished,2,2,8,4,0
106,8852,Lishui,119.75,Other,3,2,27,19,1
74,9867,Lishui,75,Other,2,1,6,5,1
80,8901,Lishui,89.88,Other,2,2,33,24,1
90,10949,Lishui,82.2,Other,4,2,6,5,1
188,15040,Lishui,125,Other,3,1,4,2,0
95,10457,Lishui,90.85,Other,2,1,25,12,1
123,14237,Lishui,86.4,Other,2,2,10,8,1
55,8061,Lishui,68.23,Other,2,1,5,3,1
68,12299,Lishui,55.29,Other,2,1,6,3,1
90,7191,Lishui,125.17,Other,3,2,33,7,0
80,7686,Lishui,104.09,Other,3,2,33,7,1
127,11060,Lishui,114.83,Not Furnished,3,2,6,5,1
59.8,9449,Lishui,63.29,Other,2,1,9,2,1
95,11168,Lishui,85.07,Other,2,2,5,2,1
105,12571,Lishui,83.53,Fully Furnished,2,2,6,2,1
112,12089,Lishui,92.65,Part Furnished,2,1,11,5,1
80,7686,Lishui,104.09,Other,3,2,33,7,1
127,11060,Lishui,114.83,Not Furnished,3,2,6,5,1
110,12083,Lishui,91.04,Other,2,1,17,4,1
122,12347,Lishui,98.81,Other,3,2,23,5,0
90,7191,Lishui,125.17,Other,3,2,33,7,0
59.8,9449,Lishui,63.29,Other,2,1,9,2,1
95,11168,Lishui,85.07,Other,2,2,5,2,1
58,9699,Lishui,59.8,Other,2,1,9,5,1
74,10864,Lishui,68.12,Other,2,1,6,2,0
56,6917,Lishui,80.96,Part Furnished,2,1,20,10,1
79,6371,Lishui,124,Other,3,2,33,7,1
103,8565,Lishui,120.26,Other,3,1,6,5,1
128,8974,Lishui,142.64,Other,3,2,6,3,1
88,10250,Lishui,85.86,Other,2,2,6,2,1
82,8688,Lishui,94.39,Other,2,2,6,5,1
105,7743,Lishui,135.62,Other,3,2,6,2,1
95,11024,Lishui,86.18,Other,2,1,11,5,1
102,9623,Lishui,106,Other,3,2,18,4,1
55,9626,Lishui,57.14,Other,2,1,6,5,1
110,11513,Lishui,95.55,Other,3,2,24,11,1
95,11310,Lishui,84,Other,3,3,6,5,1
93,10389,Lishui,89.52,Part Furnished,2,2,6,2,1
95,9167,Lishui,103.64,Other,3,1,18,13,1
78,8440,Lishui,92.42,Other,2,2,12,3,1
102,8019,Lishui,127.21,Other,3,2,33,24,1
84,9033,Lishui,93,Not Furnished,3,2,6,2,1
114,8046,Lishui,141.7,Other,4,2,6,3,1
75,8127,Lishui,92.29,Not Furnished,3,2,26,12,1
78,8388,Lishui,93,Other,3,2,6,3,1
55,9626,Lishui,57.14,Other,2,1,6,5,1
102,9623,Lishui,106,Other,3,2,18,4,1
80,7948,Lishui,100.66,Other,2,2,18,13,0
94,7453,Lishui,126.13,Other,3,2,7,2,1
106,11277,Lishui,94,Other,2,2,18,13,1
88,9178,Lishui,95.89,Other,3,1,6,3,1
52.5,7756,Lishui,67.69,Other,2,1,6,5,0
