Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
137,16009,Yuhuatai,85.58,Part Furnished,3,2,19,14,1
163,18471,Yuhuatai,88.25,Not Furnished,3,1,34,24,1
430,35861,Yuhuatai,119.91,Part Furnished,3,2,11,3,0
226,25343,Yuhuatai,89.18,Fully Furnished,3,1,33,24,1
185,15827,Yuhuatai,116.89,Part Furnished,3,2,24,17,1
125,17206,Yuhuatai,72.65,Other,3,1,6,5,0
62,13291,Yuhuatai,46.65,Other,1,1,27,13,1
170,19084,Yuhuatai,89.08,Part Furnished,3,2,26,19,1
180,23725,Yuhuatai,75.87,Fully Furnished,2,1,6,5,0
280,29434,Yuhuatai,95.13,Part Furnished,3,2,6,5,0
141,16228,Yuhuatai,86.89,Fully Furnished,3,2,18,9,0
480,39396,Yuhuatai,121.84,Other,3,2,11,8,0
50,9146,Yuhuatai,54.67,Part Furnished,2,1,6,5,1
55,9413,Yuhuatai,58.43,Part Furnished,2,1,6,5,0
209,22007,Yuhuatai,94.97,Fully Furnished,3,1,5,2,1
730,51540,Yuhuatai,141.64,Other,4,2,17,12,1
176,28825,Yuhuatai,61.06,Part Furnished,2,1,6,2,1
190,21890,Yuhuatai,86.8,Not Furnished,3,1,11,5,0
320,28085,Yuhuatai,113.94,Fully Furnished,3,1,8,2,0
500,42173,Yuhuatai,118.56,Other,3,2,27,6,1
570,48265,Yuhuatai,118.1,Other,3,2,20,10,1
180,22049,Yuhuatai,81.64,Other,2,1,11,5,0
132,17884,Yuhuatai,73.81,Other,2,1,18,4,0
148,17314,Yuhuatai,85.48,Other,3,1,34,24,1
288,34566,Yuhuatai,83.32,Other,2,1,18,13,1
270,28578,Yuhuatai,94.48,Other,2,1,18,4,1
188,21540,Yuhuatai,87.28,Fully Furnished,3,2,34,24,1
247,26848,Yuhuatai,92,Other,3,1,24,17,0
72,11282,Yuhuatai,63.82,Other,2,1,6,2,1
203,21264,Yuhuatai,95.47,Other,3,1,27,19,1
345,28823,Yuhuatai,119.7,Other,4,2,6,3,0
900,39492,Yuhuatai,227.9,Other,5,2,30,7,0
205,29928,Yuhuatai,68.5,Other,2,1,9,5,1
182,22190,Yuhuatai,82.02,Other,3,1,6,3,1
215,23226,Yuhuatai,92.57,Other,3,1,11,8,0
450,31635,Yuhuatai,142.25,Other,3,1,18,4,0
430,46648,Yuhuatai,92.18,Other,3,1,31,22,1
139,16077,Yuhuatai,86.46,Part Furnished,3,1,34,24,1
135,15611,Yuhuatai,86.48,Fully Furnished,2,2,6,3,1
478,36869,Yuhuatai,129.65,Other,4,2,18,13,1
940,40635,Yuhuatai,231.33,Other,5,2,30,22,0
430,39198,Yuhuatai,109.7,Fully Furnished,3,1,26,6,0
282,26275,Yuhuatai,107.33,Fully Furnished,3,2,18,13,1
128,16497,Yuhuatai,77.59,Fully Furnished,2,1,11,5,1
700,51711,Yuhuatai,135.37,Fully Furnished,4,2,18,4,0
500,35892,Yuhuatai,139.31,Other,4,1,18,13,0
338,37669,Yuhuatai,89.73,Fully Furnished,3,2,32,7,1
350,35526,Yuhuatai,98.52,Part Furnished,3,2,6,3,0
110,19885,Yuhuatai,55.32,Other,2,1,34,16,1
200,19326,Yuhuatai,103.49,Other,3,1,6,5,1
470,35777,Yuhuatai,131.37,Fully Furnished,4,2,32,23,1
288,29898,Yuhuatai,96.33,Part Furnished,3,2,6,2,1
235,21550,Yuhuatai,109.05,Fully Furnished,3,2,6,5,1
499,46042,Yuhuatai,108.38,Part Furnished,3,1,8,4,1
130,13354,Yuhuatai,97.35,Other,3,1,6,2,1
95,13084,Yuhuatai,72.61,Other,3,1,6,5,0
301,29641,Yuhuatai,101.55,Other,4,2,18,4,1
217,22730,Yuhuatai,95.47,Other,3,1,27,6,1
318,30209,Yuhuatai,105.27,Other,3,1,18,4,0
153,17569,Yuhuatai,87.09,Other,3,1,27,13,1
139,16077,Yuhuatai,86.46,Other,3,1,34,7,1
95,15564,Yuhuatai,61.04,Other,2,1,11,8,1
139,16077,Yuhuatai,86.46,Other,3,1,34,7,1
328,37214,Yuhuatai,88.14,Other,3,1,31,14,0
505,41185,Yuhuatai,122.62,Other,3,2,24,11,1
222,24329,Yuhuatai,91.25,Other,3,1,18,9,0
200,24738,Yuhuatai,80.85,Other,2,1,18,4,0
350,37227,Yuhuatai,94.02,Other,3,2,32,7,1
510,38872,Yuhuatai,131.2,Other,4,1,33,24,0
125,16826,Yuhuatai,74.29,Other,2,1,27,19,1
650,35805,Yuhuatai,181.54,Other,4,2,16,12,0
370,33778,Yuhuatai,109.54,Other,3,2,18,13,0
137,22819,Yuhuatai,60.04,Other,2,1,11,5,1
470,28229,Yuhuatai,166.5,Not Furnished,5,2,6,5,1
478,24240,Yuhuatai,197.2,Part Furnished,6,2,6,5,1
570,29052,Yuhuatai,196.2,Fully Furnished,5,3,5,4,1
750,43565,Yuhuatai,172.16,Fully Furnished,6,2,11,8,1
802,38955,Yuhuatai,205.88,Part Furnished,4,2,10,8,0
499,27544,Yuhuatai,181.17,Part Furnished,5,2,5,4,1
700,58681,Yuhuatai,119.29,Other,3,1,25,12,1
315,26266,Yuhuatai,119.93,Other,3,1,20,15,0
255,22830,Yuhuatai,111.7,Other,3,2,16,12,1
188,21181,Yuhuatai,88.76,Other,3,2,26,12,0
178,21118,Yuhuatai,84.29,Other,3,1,6,5,0
413,24201,Yuhuatai,170.66,Other,3,2,9,7,0
296,19647,Yuhuatai,150.66,Other,4,2,11,8,0
205,23774,Yuhuatai,86.23,Other,3,1,18,4,0
149,17094,Yuhuatai,87.17,Other,3,1,27,6,0
165,18890,Yuhuatai,87.35,Other,3,1,34,16,1
380,32248,Yuhuatai,117.84,Other,3,2,32,15,0
168,19196,Yuhuatai,87.52,Other,3,2,32,7,0
525,43235,Yuhuatai,121.43,Other,3,2,22,16,0
87,18742,Yuhuatai,46.42,Part Furnished,2,1,5,3,1
89,13071,Yuhuatai,68.09,Fully Furnished,2,1,6,2,0
89,19748,Yuhuatai,45.07,Part Furnished,2,1,4,3,0
850,41034,Yuhuatai,207.15,Other,6,1,10,8,1
286,21445,Yuhuatai,133.37,Other,4,2,25,18,1
253,23295,Yuhuatai,108.61,Fully Furnished,3,1,30,7,1
236,31983,Yuhuatai,73.79,Fully Furnished,3,1,6,2,1
138,23831,Yuhuatai,57.91,Part Furnished,2,1,6,3,0
148,16555,Yuhuatai,89.4,Fully Furnished,3,1,10,3,0
680,49063,Yuhuatai,138.6,Fully Furnished,4,2,18,9,1
450,31588,Yuhuatai,142.46,Other,4,2,18,9,1
190,18665,Yuhuatai,101.8,Other,3,2,32,23,1
292,22758,Yuhuatai,128.31,Fully Furnished,4,2,30,14,1
380,42265,Yuhuatai,89.91,Other,3,2,33,7,1
126,17280,Yuhuatai,72.92,Other,3,1,33,7,1
149,17248,Yuhuatai,86.39,Part Furnished,3,2,19,4,0
188,21347,Yuhuatai,88.07,Other,3,2,29,21,1
185,24336,Yuhuatai,76.02,Other,2,1,18,4,0
280,20995,Yuhuatai,133.37,Other,4,1,25,18,0
157,18225,Yuhuatai,86.15,Other,3,2,27,19,1
918,55053,Yuhuatai,166.75,Fully Furnished,4,2,27,19,0
500,41765,Yuhuatai,119.72,Other,3,2,27,13,0
185,21170,Yuhuatai,87.39,Other,3,1,18,13,1
410,46037,Yuhuatai,89.06,Other,3,2,32,15,1
588,49160,Yuhuatai,119.61,Other,3,2,17,4,1
515,51968,Yuhuatai,99.1,Fully Furnished,3,2,27,19,0
485,40620,Yuhuatai,119.4,Other,3,1,27,6,0
169,18945,Yuhuatai,89.21,Fully Furnished,2,1,20,10,0
490,49446,Yuhuatai,99.1,Other,3,2,27,6,1
131,12542,Yuhuatai,104.45,Other,2,2,18,13,1
114,20556,Yuhuatai,55.46,Other,2,1,6,3,1
180,20690,Yuhuatai,87,Fully Furnished,3,1,27,19,1
169,19038,Yuhuatai,88.77,Other,3,1,24,11,1
255,21857,Yuhuatai,116.67,Other,3,2,25,18,0
132.8,18059,Yuhuatai,73.54,Other,3,1,33,15,1
140,16035,Yuhuatai,87.31,Not Furnished,3,1,34,16,1
673,44852,Yuhuatai,150.05,Other,4,2,8,2,1
960,41653,Yuhuatai,230.48,Fully Furnished,5,2,32,15,1
580,33596,Yuhuatai,172.64,Other,4,2,6,5,1
968,52212,Yuhuatai,185.4,Other,4,2,11,8,1
250,16817,Yuhuatai,148.66,Other,5,1,27,19,1
520,43957,Yuhuatai,118.3,Fully Furnished,4,1,18,4,1
830,36417,Yuhuatai,227.92,Other,5,1,32,7,0
1000,45636,Yuhuatai,219.13,Other,5,2,9,7,1
220,26395,Yuhuatai,83.35,Fully Furnished,5,2,30,22,1
220,29590,Yuhuatai,74.35,Other,3,2,6,5,0
799,36182,Yuhuatai,220.83,Other,4,2,8,4,0
145,17260,Yuhuatai,84.01,Part Furnished,2,1,6,5,1
385,27550,Yuhuatai,139.75,Not Furnished,4,2,18,13,1
232,30717,Yuhuatai,75.53,Other,3,2,6,5,0
80,13791,Yuhuatai,58.01,Other,2,1,6,2,1
120,19497,Yuhuatai,61.55,Part Furnished,2,1,6,5,1
346,42859,Yuhuatai,80.73,Fully Furnished,2,2,28,13,1
78,12994,Yuhuatai,60.03,Other,2,1,6,2,1
65,11182,Yuhuatai,58.13,Part Furnished,2,1,6,5,1
76,12957,Yuhuatai,58.66,Part Furnished,2,1,6,3,1
230,29341,Yuhuatai,78.39,Other,2,1,18,9,1
175,31062,Yuhuatai,56.34,Other,1,1,29,14,0
195,39204,Yuhuatai,49.74,Other,2,1,5,4,0
53,9775,Yuhuatai,54.22,Other,2,2,6,5,1
145,21914,Yuhuatai,66.17,Other,2,1,26,6,1
310,36976,Yuhuatai,83.84,Fully Furnished,3,1,18,9,0
80,14501,Yuhuatai,55.17,Part Furnished,2,1,6,3,1
105,13952,Yuhuatai,75.26,Fully Furnished,3,2,5,3,1
198,26631,Yuhuatai,74.35,Fully Furnished,4,1,6,5,0
399,46358,Yuhuatai,86.07,Fully Furnished,3,2,15,4,1
95,16380,Yuhuatai,58,Fully Furnished,2,1,6,2,1
608,41833,Yuhuatai,145.34,Fully Furnished,3,2,10,8,0
165,21130,Yuhuatai,78.09,Fully Furnished,3,1,25,12,1
108,11737,Yuhuatai,92.02,Fully Furnished,3,2,6,5,1
196,22030,Yuhuatai,88.97,Part Furnished,3,2,26,12,0
270,30447,Yuhuatai,88.68,Fully Furnished,3,1,10,8,0
530,53224,Yuhuatai,99.58,Fully Furnished,2,1,31,14,1
350,40323,Yuhuatai,86.8,Other,3,2,31,14,0
210,28437,Yuhuatai,73.85,Fully Furnished,3,2,6,5,0
190,21956,Yuhuatai,86.54,Part Furnished,2,2,6,5,0
349,27723,Yuhuatai,125.89,Part Furnished,3,2,17,4,0
385,40949,Yuhuatai,94.02,Fully Furnished,3,1,33,7,0
260,22880,Yuhuatai,113.64,Fully Furnished,3,2,17,8,1
225,26000,Yuhuatai,86.54,Fully Furnished,2,1,6,5,0
205,21048,Yuhuatai,97.4,Fully Furnished,3,2,25,6,1
173,19664,Yuhuatai,87.98,Part Furnished,3,1,11,3,1
165,19231,Yuhuatai,85.8,Fully Furnished,3,2,11,8,0
495,35257,Yuhuatai,140.4,Fully Furnished,3,2,11,5,0
700,49244,Yuhuatai,142.15,Other,4,2,17,12,1
329,28365,Yuhuatai,115.99,Other,3,2,27,19,1
168,19183,Yuhuatai,87.58,Other,2,1,18,4,0
360,40559,Yuhuatai,88.76,Other,2,1,34,16,0
130,26253,Yuhuatai,49.52,Other,1,1,6,5,1
195,17180,Yuhuatai,113.51,Other,4,2,32,23,0
628,43950,Yuhuatai,142.89,Other,3,2,33,15,0
210,33622,Yuhuatai,62.46,Other,3,1,5,3,0
360,40482,Yuhuatai,88.93,Other,2,2,33,7,0
299,16195,Yuhuatai,184.63,Other,4,2,6,5,0
125,32800,Yuhuatai,38.11,Other,2,2,12,6,0
145,28260,Yuhuatai,51.31,Other,2,1,6,5,0
226,19787,Yuhuatai,114.22,Other,3,2,26,19,0
280,33715,Yuhuatai,83.05,Other,2,1,18,9,1
322,35308,Yuhuatai,91.2,Fully Furnished,3,2,18,9,1
285,32048,Yuhuatai,88.93,Other,3,1,26,19,1
185,31224,Yuhuatai,59.25,Other,3,2,12,6,0
300,33746,Yuhuatai,88.9,Other,2,1,11,5,0
410,23928,Yuhuatai,171.35,Other,3,1,32,7,1
121,19592,Yuhuatai,61.76,Other,2,1,6,5,1
142,16291,Yuhuatai,87.17,Other,3,1,34,24,1
350,33420,Yuhuatai,104.73,Other,3,2,18,9,0
215,22639,Yuhuatai,94.97,Part Furnished,3,1,5,3,1
360,40596,Yuhuatai,88.68,Other,2,1,19,4,1
165,23639,Yuhuatai,69.8,Other,2,1,6,3,1
155,17408,Yuhuatai,89.04,Fully Furnished,3,1,18,4,1
108,23900,Yuhuatai,45.19,Other,2,1,4,1,1
216,18621,Yuhuatai,116,Other,3,2,27,6,0
298,32315,Yuhuatai,92.22,Other,2,2,18,4,1
660,37777,Yuhuatai,174.71,Other,4,2,6,5,0
145,13291,Yuhuatai,109.1,Other,3,2,24,11,1
330,33043,Yuhuatai,99.87,Other,3,1,6,2,0
218,27453,Yuhuatai,79.41,Other,2,1,18,13,1
330,33043,Yuhuatai,99.87,Other,3,1,6,2,0
218,27453,Yuhuatai,79.41,Other,2,1,18,13,1
168,23049,Yuhuatai,72.89,Part Furnished,2,1,6,3,0
145,13291,Yuhuatai,109.1,Other,3,2,24,11,1
816,55918,Yuhuatai,145.93,Part Furnished,7,2,11,8,0
900,45206,Yuhuatai,199.09,Fully Furnished,5,2,32,23,0
480,28110,Yuhuatai,170.76,Fully Furnished,5,2,6,5,0
580,42185,Yuhuatai,137.49,Fully Furnished,3,2,11,3,0
288,30720,Yuhuatai,93.75,Part Furnished,4,2,7,5,0
880,38975,Yuhuatai,225.79,Fully Furnished,6,2,10,8,1
618,29645,Yuhuatai,208.47,Other,6,3,10,8,1
894,45079,Yuhuatai,198.32,Fully Furnished,5,2,32,23,1
378,20474,Yuhuatai,184.63,Fully Furnished,4,2,6,5,0
600,37522,Yuhuatai,159.91,Other,5,2,11,8,0
438,39188,Yuhuatai,111.77,Fully Furnished,5,3,6,5,0
450,29727,Yuhuatai,151.38,Fully Furnished,5,2,6,3,0
550,34587,Yuhuatai,159.02,Fully Furnished,7,3,6,5,0
900,46067,Yuhuatai,195.37,Part Furnished,6,2,11,8,1
980,56097,Yuhuatai,174.7,Fully Furnished,5,2,10,8,1
780,46048,Yuhuatai,169.39,Fully Furnished,5,2,11,8,1
650,36828,Yuhuatai,176.5,Fully Furnished,5,2,18,13,0
950,41551,Yuhuatai,228.64,Fully Furnished,5,2,29,21,0
398,24871,Yuhuatai,160.03,Fully Furnished,4,3,6,5,1
355,23226,Yuhuatai,152.85,Part Furnished,5,3,6,5,0
700,42487,Yuhuatai,164.76,Fully Furnished,6,2,11,8,1
439,30995,Yuhuatai,141.64,Part Furnished,5,2,6,5,1
599,31265,Yuhuatai,191.59,Fully Furnished,5,3,6,5,1
226,25451,Yuhuatai,88.8,Fully Furnished,3,1,18,13,1
550,56123,Yuhuatai,98,Other,3,2,18,4,0
192,26604,Yuhuatai,72.17,Fully Furnished,2,1,6,3,0
131,19861,Yuhuatai,65.96,Other,2,1,11,5,1
225,43353,Yuhuatai,51.9,Part Furnished,2,1,7,2,0
135,26936,Yuhuatai,50.12,Fully Furnished,1,1,6,3,0
80,11824,Yuhuatai,67.66,Other,2,1,6,5,1
167,22273,Yuhuatai,74.98,Part Furnished,2,1,18,4,0
65,10918,Yuhuatai,59.54,Part Furnished,2,1,6,2,1
360,36335,Yuhuatai,99.08,Fully Furnished,2,2,10,5,1
168,29107,Yuhuatai,57.72,Fully Furnished,3,1,7,5,0
258,29246,Yuhuatai,88.22,Fully Furnished,3,2,33,7,1
148,21354,Yuhuatai,69.31,Part Furnished,2,1,18,9,1
480,55814,Yuhuatai,86,Fully Furnished,3,2,15,11,1
538,45378,Yuhuatai,118.56,Other,3,2,27,6,1
795,47359,Yuhuatai,167.87,Fully Furnished,4,2,32,15,0
207.5,25414,Yuhuatai,81.65,Fully Furnished,3,2,18,13,1
735,52043,Yuhuatai,141.23,Fully Furnished,4,2,15,4,1
410,34894,Yuhuatai,117.5,Part Furnished,3,1,18,4,0
186,21427,Yuhuatai,86.81,Not Furnished,3,1,34,16,1
328,39367,Yuhuatai,83.32,Part Furnished,2,2,18,9,1
410,32569,Yuhuatai,125.89,Part Furnished,3,2,17,4,0
588,49625,Yuhuatai,118.49,Other,3,2,11,3,0
209,17699,Yuhuatai,118.09,Fully Furnished,3,2,18,9,0
512,36864,Yuhuatai,138.89,Not Furnished,4,2,5,3,0
140,22709,Yuhuatai,61.65,Part Furnished,2,1,5,2,1
420,47924,Yuhuatai,87.64,Fully Furnished,3,2,31,7,0
340,26598,Yuhuatai,127.83,Part Furnished,3,2,11,8,0
310,34104,Yuhuatai,90.9,Part Furnished,2,2,5,3,0
215,21156,Yuhuatai,101.63,Not Furnished,3,1,11,5,0
439,36627,Yuhuatai,119.86,Not Furnished,3,2,24,5,0
310,27432,Yuhuatai,113.01,Fully Furnished,3,2,7,4,0
497,41590,Yuhuatai,119.5,Fully Furnished,3,2,32,7,1
248,22881,Yuhuatai,108.39,Fully Furnished,3,2,30,7,1
275,35420,Yuhuatai,77.64,Fully Furnished,2,2,18,4,0
256,20060,Yuhuatai,127.62,Part Furnished,3,2,32,7,1
330,24153,Yuhuatai,136.63,Fully Furnished,4,1,31,22,1
598,46217,Yuhuatai,129.39,Fully Furnished,3,2,11,5,1
570,44612,Yuhuatai,127.77,Fully Furnished,4,2,18,13,1
410,46224,Yuhuatai,88.7,Part Furnished,3,2,28,13,1
589,49232,Yuhuatai,119.64,Not Furnished,3,2,17,12,0
458,36975,Yuhuatai,123.87,Part Furnished,3,1,33,24,1
137,19275,Yuhuatai,71.08,Part Furnished,2,1,6,5,0
180,18075,Yuhuatai,99.59,Not Furnished,3,2,6,5,1
599,49789,Yuhuatai,120.31,Other,3,2,19,4,0
460,33565,Yuhuatai,137.05,Fully Furnished,4,2,18,13,1
298,32662,Yuhuatai,91.24,Part Furnished,3,1,18,4,0
1000,56838,Yuhuatai,175.94,Fully Furnished,4,2,30,7,0
675,53670,Yuhuatai,125.77,Fully Furnished,3,2,18,4,1
207,16857,Yuhuatai,122.8,Not Furnished,4,2,19,4,1
640,52758,Yuhuatai,121.31,Fully Furnished,3,2,27,19,0
488,55405,Yuhuatai,88.08,Fully Furnished,3,2,18,13,0
188,21582,Yuhuatai,87.11,Other,3,1,27,13,0
245,23978,Yuhuatai,102.18,Part Furnished,3,1,6,3,0
650,50584,Yuhuatai,128.5,Fully Furnished,4,2,27,13,0
204,27431,Yuhuatai,74.37,Fully Furnished,2,2,8,4,0
416,46331,Yuhuatai,89.79,Not Furnished,3,2,31,22,1
600,52170,Yuhuatai,115.01,Fully Furnished,3,2,18,9,1
315,24598,Yuhuatai,128.06,Fully Furnished,4,1,30,14,1
240,20564,Yuhuatai,116.71,Fully Furnished,3,2,27,19,0
245,29289,Yuhuatai,83.65,Part Furnished,3,1,7,5,0
609,46489,Yuhuatai,131,Other,4,2,19,14,0
509,42495,Yuhuatai,119.78,Fully Furnished,3,2,19,14,1
255,31316,Yuhuatai,81.43,Other,3,2,7,5,1
179,20284,Yuhuatai,88.25,Fully Furnished,3,2,34,16,1
216,23053,Yuhuatai,93.7,Fully Furnished,3,2,25,6,0
188,20878,Yuhuatai,90.05,Fully Furnished,3,1,6,5,0
216,27408,Yuhuatai,78.81,Part Furnished,3,1,6,5,0
216,24243,Yuhuatai,89.1,Fully Furnished,3,2,20,10,1
545,48329,Yuhuatai,112.77,Fully Furnished,3,2,20,5,1
590,45525,Yuhuatai,129.6,Part Furnished,3,2,10,5,1
262,28817,Yuhuatai,90.92,Part Furnished,2,2,18,13,1
238,21914,Yuhuatai,108.61,Fully Furnished,3,1,30,22,1
200,22546,Yuhuatai,88.71,Fully Furnished,3,2,26,12,1
330,46822,Yuhuatai,70.48,Fully Furnished,3,1,18,13,0
270,21101,Yuhuatai,127.96,Fully Furnished,4,2,31,14,0
385,43454,Yuhuatai,88.6,Not Furnished,3,2,22,5,0
320,22163,Yuhuatai,144.39,Part Furnished,3,2,7,5,0
149,17314,Yuhuatai,86.06,Other,3,1,26,19,1
285,20860,Yuhuatai,136.63,Fully Furnished,4,2,31,14,1
690,50972,Yuhuatai,135.37,Fully Furnished,4,2,18,13,0
360,34024,Yuhuatai,105.81,Other,3,1,6,2,0
659,46745,Yuhuatai,140.98,Fully Furnished,4,2,15,4,0
188,21697,Yuhuatai,86.65,Fully Furnished,3,1,34,24,1
173,19195,Yuhuatai,90.13,Not Furnished,3,2,20,10,1
328,24671,Yuhuatai,132.95,Fully Furnished,4,2,8,2,1
570,47835,Yuhuatai,119.16,Fully Furnished,3,2,18,4,0
568,43181,Yuhuatai,131.54,Fully Furnished,4,2,33,15,0
188,21697,Yuhuatai,86.65,Fully Furnished,3,1,34,24,1
236,48731,Yuhuatai,48.43,Fully Furnished,2,1,18,4,0
1118,59873,Yuhuatai,186.73,Fully Furnished,4,2,17,12,1
276,25413,Yuhuatai,108.61,Fully Furnished,3,1,30,22,1
200,22546,Yuhuatai,88.71,Fully Furnished,3,2,26,12,1
408,44566,Yuhuatai,91.55,Fully Furnished,3,2,27,6,0
588,48956,Yuhuatai,120.11,Other,3,2,18,9,1
506,38401,Yuhuatai,131.77,Part Furnished,3,2,10,3,1
289,21153,Yuhuatai,136.63,Fully Furnished,4,2,31,14,1
528,38916,Yuhuatai,135.68,Fully Furnished,3,2,10,3,0
279,22016,Yuhuatai,126.73,Other,4,2,18,13,0
485,39768,Yuhuatai,121.96,Fully Furnished,4,2,18,4,1
470,48984,Yuhuatai,95.95,Other,3,1,11,3,0
419,39050,Yuhuatai,107.3,Other,3,2,11,5,0
578,44599,Yuhuatai,129.6,Fully Furnished,3,2,10,8,1
499,34541,Yuhuatai,144.47,Fully Furnished,3,2,7,2,1
520,38963,Yuhuatai,133.46,Fully Furnished,3,2,11,5,1
133,16000,Yuhuatai,83.13,Fully Furnished,3,1,26,12,1
595,42050,Yuhuatai,141.5,Fully Furnished,4,2,27,19,1
570,43370,Yuhuatai,131.43,Part Furnished,3,2,11,5,0
498,35797,Yuhuatai,139.12,Fully Furnished,4,2,10,3,0
225,24658,Yuhuatai,91.25,Part Furnished,3,2,18,9,1
570,49394,Yuhuatai,115.4,Fully Furnished,3,2,18,13,1
192,21757,Yuhuatai,88.25,Fully Furnished,3,2,34,16,1
280,41860,Yuhuatai,66.89,Fully Furnished,2,2,6,5,0
265,22877,Yuhuatai,115.84,Other,3,2,25,18,1
631,35035,Yuhuatai,180.11,Not Furnished,4,2,16,4,0
405,34454,Yuhuatai,117.55,Fully Furnished,3,2,28,6,0
163,15981,Yuhuatai,102,Other,3,2,33,7,1
605,47880,Yuhuatai,126.36,Fully Furnished,3,2,8,4,1
480,48436,Yuhuatai,99.1,Fully Furnished,3,2,27,19,0
215,25417,Yuhuatai,84.59,Fully Furnished,4,2,6,5,1
195,24863,Yuhuatai,78.43,Other,3,1,18,13,0
570,47151,Yuhuatai,120.89,Fully Furnished,3,1,32,7,1
320,34726,Yuhuatai,92.15,Fully Furnished,3,2,16,12,1
180,22565,Yuhuatai,79.77,Other,2,1,17,4,1
169,26577,Yuhuatai,63.59,Fully Furnished,3,1,5,3,0
124,13905,Yuhuatai,89.18,Not Furnished,3,1,11,3,1
435,48811,Yuhuatai,89.12,Fully Furnished,3,2,26,12,1
720,55875,Yuhuatai,128.86,Not Furnished,3,2,17,12,0
215,23214,Yuhuatai,92.62,Part Furnished,3,1,11,5,0
497,38950,Yuhuatai,127.6,Fully Furnished,3,2,17,4,0
310,32812,Yuhuatai,94.48,Fully Furnished,2,1,18,13,1
458,50923,Yuhuatai,89.94,Not Furnished,3,2,9,7,1
205,20902,Yuhuatai,98.08,Other,3,2,6,5,1
350,38820,Yuhuatai,90.16,Other,2,2,28,20,1
468,35970,Yuhuatai,130.11,Part Furnished,4,2,19,4,0
299,39452,Yuhuatai,75.79,Fully Furnished,2,2,18,9,0
197,22723,Yuhuatai,86.7,Fully Furnished,3,2,25,18,1
196,22649,Yuhuatai,86.54,Part Furnished,2,2,6,5,0
165,18858,Yuhuatai,87.5,Fully Furnished,3,2,28,13,0
515,42412,Yuhuatai,121.43,Fully Furnished,3,1,22,5,1
155,18947,Yuhuatai,81.81,Fully Furnished,3,1,17,12,1
508,43987,Yuhuatai,115.49,Fully Furnished,3,2,32,7,1
589,49244,Yuhuatai,119.61,Not Furnished,3,2,17,8,0
439,38496,Yuhuatai,114.04,Part Furnished,3,2,6,2,0
163,15981,Yuhuatai,102,Other,3,2,33,7,1
568,41811,Yuhuatai,135.85,Fully Furnished,3,2,11,5,1
168,33301,Yuhuatai,50.45,Fully Furnished,2,1,12,6,1
726,50582,Yuhuatai,143.53,Fully Furnished,4,2,18,13,1
180,22565,Yuhuatai,79.77,Other,2,1,17,4,1
320,34726,Yuhuatai,92.15,Fully Furnished,3,2,16,12,1
310,32812,Yuhuatai,94.48,Fully Furnished,2,1,18,13,1
589,49244,Yuhuatai,119.61,Not Furnished,3,2,17,8,0
124,13905,Yuhuatai,89.18,Not Furnished,3,1,11,3,1
155,18947,Yuhuatai,81.81,Fully Furnished,3,1,17,12,1
468,35970,Yuhuatai,130.11,Part Furnished,4,2,19,4,0
508,43987,Yuhuatai,115.49,Fully Furnished,3,2,32,7,1
299,39452,Yuhuatai,75.79,Fully Furnished,2,2,18,9,0
165,18858,Yuhuatai,87.5,Fully Furnished,3,2,28,13,0
196,22649,Yuhuatai,86.54,Part Furnished,2,2,6,5,0
720,55875,Yuhuatai,128.86,Not Furnished,3,2,17,12,0
458,50923,Yuhuatai,89.94,Not Furnished,3,2,9,7,1
350,38820,Yuhuatai,90.16,Other,2,2,28,20,1
205,20902,Yuhuatai,98.08,Other,3,2,6,5,1
570,47151,Yuhuatai,120.89,Fully Furnished,3,1,32,7,1
435,48811,Yuhuatai,89.12,Fully Furnished,3,2,26,12,1
718,45518,Yuhuatai,157.74,Fully Furnished,4,2,10,5,1
184,21128,Yuhuatai,87.09,Fully Furnished,3,1,27,13,1
600,47601,Yuhuatai,126.05,Fully Furnished,3,1,11,3,1
180,17002,Yuhuatai,105.87,Fully Furnished,3,2,30,22,1
166,19092,Yuhuatai,86.95,Part Furnished,2,2,18,13,0
499,50111,Yuhuatai,99.58,Fully Furnished,3,1,31,7,1
310,23421,Yuhuatai,132.36,Fully Furnished,4,2,26,19,1
520,43552,Yuhuatai,119.4,Fully Furnished,3,2,27,19,0
389,42491,Yuhuatai,91.55,Fully Furnished,3,2,27,6,0
207.8,25451,Yuhuatai,81.65,Fully Furnished,3,2,18,4,1
208,25475,Yuhuatai,81.65,Fully Furnished,3,2,18,4,1
215,22396,Yuhuatai,96,Fully Furnished,3,1,27,13,1
350,29712,Yuhuatai,117.8,Other,3,2,32,15,0
468,36249,Yuhuatai,129.11,Fully Furnished,4,2,28,20,1
175,20246,Yuhuatai,86.44,Other,3,1,34,7,0
205,18903,Yuhuatai,108.45,Other,3,2,6,5,1
372,39483,Yuhuatai,94.22,Other,3,2,33,24,1
215,22396,Yuhuatai,96,Fully Furnished,3,1,27,13,1
208,25475,Yuhuatai,81.65,Fully Furnished,3,2,18,4,1
179,20978,Yuhuatai,85.33,Fully Furnished,3,2,9,5,0
196,20606,Yuhuatai,95.12,Fully Furnished,3,2,26,6,1
349,40051,Yuhuatai,87.14,Fully Furnished,3,2,30,22,1
380,31888,Yuhuatai,119.17,Fully Furnished,4,2,17,8,1
